id,sentence,eng_result,kor_result
491,2018. 1. 8.경 수사기관에 제출한 진정서에서는 삭제된 CCTV 영상 복구를 위하여 노력해 줄 것과 함께 피고인이 범행을 부인하면서 증거인멸까지 하였다면서 피고인을 비난하는 내용 등이 기재되어 있다(수사기록 제255 ~ 258쪽). 피해자가 2018. 2. 5. 및 2018. 2. 9.경 수사기관에 제출한 엄벌탄원서와 진정서에도 피고인에 대한 수사가 제대로 이루어지지 않아서 답답하고 억울하다는 취지의 내용과 범행을 부인하는 피고인에 대한 분노의 감정이 확인된다(수사기록 제266,"The petition submitted to the investigative agency around January 8, 2018 states that the Defendant denied the crime and even destroyed the evidence, along with efforts to restore the deleted CCTV footage (investigation record pages 255 to 258). The victim's petition and petition for severe punishment submitted to the investigative agency around February 5, 2018 and February 9, 2018 also confirm the frustration and resentment of the Defendant denying the crime (Investigation Record No. 266)","2018년 1월 8일경 수사기관에 제출된 진정서에는 삭제된 CCTV 영상(수사기록 255~258쪽)을 복원하기 위한 노력과 함께 피고인이 범행을 부인하고 증거인멸까지 했다는 내용이 담겼다. 피해자가 2018.2.5.경, 2018.2.9.경에 수사기관에 제출한 중징계청구서에도 피고인이 범행을 부인하는 좌절과 억울함이 확인된다(수사기록 제266호)."
499,피고인은 피해자로부터 용서를 받지도 못하였다.,The defendant was not even forgiven by the victim.,피고는 피해자에게 용서조차 받지 못했다.
511,공소제기된 이후 피해자와 사이에 원만한 합의가 이루어졌다.,"After the indictment, an amicable agreement was reached between the victims.",기소 후 피해자들 간에 원만한 합의가 이루어졌다
528,피해자는 수사기관 및 이 법원에 피고인의 엄벌을 탄원하는 진정서를 거듭 제출하고 있는 점 등 피고인에게 불리한 정상을 종합하면,"Considering the fact that the victim has repeatedly submitted a petition to the investigative agency and this court to plead with the defendant's severe punishment,","피해자가 수사기관과 본 법원에 피고인의 중징계를 탄원하는 탄원서를 거듭 제출한 점 등을 고려하면,"
535,그럼에도 피고인은 피해자들에게 진지하게 사과하거나 이들로부터 용서받은 사실이 없다.,"Nevertheless, the Defendant has never seriously apologized to the victims or been forgiven by them.",그럼에도 불구하고 피고는 피해자들에게 진지하게 사과하거나 그들에게 용서받은 적이 없다.
535,그것이 피고인을 용서하였기 때문이 아니고 이 사건에 더 이상 관여되고 싶지 않은 마음에서 기인한 것이라는 점을 함께 참작한다.,"We take into account that it is not because we forgave the Defendant, but because we do not want to be involved in this case anymore.",피고인을 용서해서가 아니라 이 사건에 더 이상 관여하고 싶지 않기 때문이라는 점을 참작한다.
549,피고인은 피해자들로부터 용서받지 못하였다.,The accused was not forgiven by the victims.,피고는 피해자들에게 용서받지 못했다.
556,피해자로부터 용서받지 못하였고 용서받기 위하여 아무런 노력도 하지 않았다.,He was not forgiven by the victim and made no effort to be forgiven.,그는 피해자에게 용서받지 못했고 용서받기 위한 노력도 하지 않았다.
557,이에 피해자가 이 법원에 피고인의 엄벌을 거듭 탄원하고 있으므로,"As a result, the victim has repeatedly pleaded with this court to punish the defendant severely",이에 피해자는 본 재판부에 피고인을 엄벌해 줄 것을 거듭 간청하였다.
573,피해자로부터 용서받지 못한 점 등의 제반 사정들을 종합하여,"Taking into account all circumstances, such as the fact that the victim was not forgiven,",피해자가 용서받지 못한 점 등 제반 사정을 참작하여
613,피고인이 피해자의 용서를 받지 못한 점,The fact that the defendant did not receive the victim's forgiveness,피고가 피해자의 용서를 받지 못하였다는 사실
615,그럼에도 불구하고 피고인은 피해회복을 위한 상당한 조치를 취하지 못하여 아직까지 피해자로부터 이 사건 범행을 용서받지 못하고 있으므로,"Nevertheless, the Defendant has not yet taken considerable measures to recover from the damage, and has not yet been forgiven for the crime in this case by the victim","그럼에도 불구하고 피고는 아직 피해회복을 위하여 상당한 조치를 취하지 아니하였고, 이 사건 범죄에 대하여 피해자로부터 아직 용서를 받지 못하였다."
626,○ 피고인은 피해자에게 그 피해를 배상하고자 상당한 돈을 지급하고 합의하여,"○ The Defendant paid a considerable amount of money and agreed to compensate the victim for the damage,","○ 피고는 상당한 금액을 지급하고 피해자에게 손해배상을 하기로 합의하였고,"
632,피해자가 피고인에 대한 처벌은 원하지 않는 점,The victim does not want to punish the defendant,피해자는 피고를 처벌하고 싶지 않다.
639,피해자로부터 용서를 받지 못하였다.,I was not forgiven by the victim.,나는 피해자에게 용서받지 못했다.
642,피해자가 큰 정신적 고통을 호소하면서 피고인에 대한 엄중한 처벌을 탄원하는 점,The victim complains of great mental pain and pleads for severe punishment against the defendant,피해자는 심한 정신적 고통을 호소하며 피고인에 대한 엄벌을 호소한다.
648,피고인이 피해자와 합의에 이른 점,the fact that the defendant reached an agreement with the victim,피고가 피해자와 합의에 이르렀다는 사실
650,피해자들이 피고인의 처벌을 원하지 않고 있는 점을 유리하게 참작한다.,We take advantage of the fact that the victims do not want the defendant's punishment.,피해자들이 피고인의 처벌을 원하지 않는다는 점을 이용한다.
659,결국 현재까지 피해 회복을 하거나 피해자와 합의하지도 못하였다.,"In the end, until now, the damage has not been recovered or agreed with the victim.",결국 현재까지 피해가 회복되거나 피해자와 합의가 이뤄지지 않고 있다.
662,피해자와 합의되지 아니한 점 등을 고려하면 피고인을 엄히 처벌함이 마땅하다.,"Considering the fact that it has not been agreed with the victim, it is appropriate to severely punish the Defendant.",피해자와 합의가 이루어지지 않은 점을 고려할 때 피고인을 엄벌하는 것이 마땅하다.
682,2016년에는 강제추행미수의 범죄사실에 관하여 기소유예의 선처를 받은 바도 있음에도 다시 이 사건 강제추행을 저질렀다.,"In 2016, he committed forced harassment in this case again, even though he had been suspended from prosecution for the crime of attempted forced harassment.",2016년에는 강제추행미수죄로 기소유예 처분을 받았음에도 이번 사건에서 또다시 강제추행을 저질렀다.
699,- 피해자로부터 용서받지 못한 점,- The fact that the victim didn't forgive him,- 피해자가 그를 용서하지 않았다는 사실은
713,피고인의 처벌을 원하지 않는 점(피해자의 법정진술 제8면,The fact that the Defendant does not want to be punished (Page 8 of the Victim's statutory statement),피고인이 처벌을 원하지 않는다는 사실(피해자의 법정진술 8페이지)
713,피고인이 합의된 성관계를 요구하러 피해자의 주거에 진입하였다가 어느 순간 강제추행의 고의가 발생하였을 가능성을 배제하기 어렵다.,It is difficult to rule out the possibility that the Defendant entered the victim's residence to demand an agreed sexual relationship and at some point the intention of forced harassment occurred.,피고인이 합의된 성관계를 요구하기 위해 피해자의 주거지에 들어갔고 어느 순간 강제추행 의도가 발생했을 가능성도 배제하기 어렵다.
716,피고인이 아직까지 피해자로부터 용서받지 못한 점 등은 피고인에게 불리한 정상이다.,The fact that the Defendant has not yet been forgiven by the Victim is normal against the Defendant.,피고인이 피해자에게 아직 용서받지 못한 사실은 피고인에게 정상적인 것이다.
736,피해자로부터 이 사건 범행을 용서받지도 못하였다.,The crime in this case was not forgiven by the victim.,이 사건의 범죄는 피해자가 용서하지 않았다.
750,피해자의 용서를 받지도 못하였다.,He was not even forgiven by the victim.,그는 심지어 피해자에게 용서받지도 못했다.
757,000만 원을 지급하고 피해자와 합의하였고,I paid 10 million won and agreed with the victim,나는 1000만원을 지불하고 피해자와 합의했다.
757,피해자의 합의 및 처벌불원서가 2021. 4. 16. 이 법원에 제출된 점 등,"The fact that the victim's agreement and non-punishment application were submitted to this court on April 16, 2021, etc",2021. 4. 16. 이 법원에 피해자 동의 및 처벌불원서가 제출된 점 등
